distributor,distribution_year,distribution_period,region,reporting_year,reporting_period,country,party_type,track_title,track_id,iswc,isrc,show_name,episode_name,use_code,income_type,raw_income_type,general_source,music_user,raw_music_user,performance_period,survey_type,number_of_plays,licensor_payor,payable_amount,base_amount,bonus_amount,is_adjustment,sales_period
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,AUDIOMACK,AUDIOMACK,2023-01-01,,22159,BMI,3.84,3.84,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,DEEZER,DEEZER,2023-01-01,,493,BMI,0.26,0.26,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,IHEART,IHEARTALLACCESS,2023-01-01,,33,BMI,0.01,0.01,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA,2023-01-01,,13264,BMI,3.08,3.08,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA,2023-01-01,,10315,BMI,2.4,2.4,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PLUS,2023-01-01,,2241,BMI,0.37,0.37,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PLUS,2023-01-01,,1745,BMI,0.29,0.29,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2023-01-01,,1950,BMI,0.51,0.51,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2023-01-01,,1839,BMI,0.48,0.48,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SLACKER,SLACKER,2023-01-01,,91,BMI,0.03,0.03,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SLACKER,SLACKER,2023-01-01,,17,BMI,0.01,0.01,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2023-01-01,,28170,BMI,5.99,5.99,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2023-01-01,,35372,BMI,7.52,7.52,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2023-01-01,,161383,BMI,37.72,37.72,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2023-01-01,,172169,BMI,40.25,40.25,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2023-01-01,,30955,BMI,10.45,10.45,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2023-01-01,,39700,BMI,13.4,13.4,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2023-01-01,,2001,BMI,0.1,0.1,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2023-01-01,,2404,BMI,0.12,0.12,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIDAL,TIDAL,2023-01-01,,726,BMI,0.4,0.4,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIKTOK,TIKTOK,2023-01-01,,2274,BMI,1.62,1.62,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIKTOK,TIKTOK,2023-01-01,,3460,BMI,2.46,2.46,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2023-01-01,,30766,BMI,3.17,3.17,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2023-01-01,,166614,BMI,20.74,20.74,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2023-01-01,,12516,BMI,1.72,1.72,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2023-01-01,,46515,BMI,6.62,6.62,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2023-01-01,,5707,BMI,0.95,0.95,0.0,N,
BMI,2023,2,domestic,2023,20232,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2023-01-01,,44214,BMI,7.08,7.08,0.0,N,
BMI,2023,2,intl,2023,20232,Andorra,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.05,0.05,0.0,N,
BMI,2023,2,intl,2023,20232,Colombia,W,HABLAME,24412279,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,2.73,2.73,0.0,N,
BMI,2023,2,intl,2023,20232,Colombia,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,4.84,4.84,0.0,N,
BMI,2023,2,intl,2023,20232,Denmark,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.02,0.02,0.0,N,
BMI,2023,2,intl,2023,20232,Ecuador,W,HABLAME,24412279,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2023-01-01,,0,BMI,0.03,0.03,0.0,N,
BMI,2023,2,intl,2023,20232,Ecuador,W,HABLAME,24412279,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,7.76,7.76,0.0,N,
BMI,2023,2,intl,2023,20232,Ecuador,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2023-01-01,,0,BMI,0.06,0.06,0.0,N,
BMI,2023,2,intl,2023,20232,Ecuador,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,12.94,12.94,0.0,N,
BMI,2023,2,intl,2023,20232,Finland,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.07,0.07,0.0,N,
BMI,2023,2,intl,2023,20232,France,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.29,0.29,0.0,N,
BMI,2023,2,intl,2023,20232,Germany,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.53,0.53,0.0,N,
BMI,2023,2,intl,2023,20232,Guatemala,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.75,0.75,0.0,N,
BMI,2023,2,intl,2023,20232,Honduras,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2023-01-01,,0,BMI,0.02,0.02,0.0,N,
BMI,2023,2,intl,2023,20232,Honduras,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.71,0.71,0.0,N,
BMI,2023,2,intl,2023,20232,Ireland,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.09,0.09,0.0,N,
BMI,2023,2,intl,2023,20232,Italy,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,1.74,1.74,0.0,N,
BMI,2023,2,intl,2023,20232,Netherlands,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.31,0.31,0.0,N,
BMI,2023,2,intl,2023,20232,Portugal,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.01,0.01,0.0,N,
BMI,2023,2,intl,2023,20232,Spain,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,72.25,72.25,0.0,N,
BMI,2023,2,intl,2023,20232,Sweden,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.15,0.15,0.0,N,
BMI,2023,2,intl,2023,20232,Switzerland,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.48,0.48,0.0,N,
BMI,2023,2,intl,2023,20232,United Kingdom,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.85,0.85,0.0,N,
BMI,2023,2,intl,2023,20232,Uruguay,W,HABLAME,24412279,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.33,0.33,0.0,N,
BMI,2023,2,intl,2023,20232,Uruguay,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.32,0.32,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,AMAZON,AMAZON PRIME,2023-01-01,,85,BMI,0.02,0.02,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,AMAZON,AMAZON UNLTD,2023-01-01,,1905,BMI,0.81,0.81,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,OTHER,OTHER,AMZ UNLTD FREE,2023-01-01,,53,BMI,0.01,0.01,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2023-01-01,,17491,BMI,5.01,5.01,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE FAMILY,2023-01-01,,23916,BMI,6.87,6.87,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2023-01-01,,29432,BMI,15.06,15.06,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE INDIV,2023-01-01,,48091,BMI,24.34,24.34,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2023-01-01,,3462,BMI,0.87,0.87,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE STUDENT,2023-01-01,,3279,BMI,0.82,0.82,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2023-01-01,,773,BMI,0.08,0.08,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE TRIAL,2023-01-01,,1947,BMI,0.19,0.19,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2023-01-01,,105,BMI,0.05,0.05,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VER TRIAL,2023-01-01,,166,BMI,0.08,0.08,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2023-01-01,,1118,BMI,0.54,0.54,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZ BUN,2023-01-01,,1182,BMI,0.57,0.57,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2023-01-01,,504,BMI,0.24,0.24,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE VERIZON,2023-01-01,,553,BMI,0.27,0.27,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,OTHER,OTHER,APPLE VOICE,2023-01-01,,293,BMI,0.19,0.19,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,OTHER,OTHER,APPLE VOICE,2023-01-01,,274,BMI,0.18,0.18,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK FAM,2023-01-01,,171,BMI,0.04,0.04,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK FAM,2023-01-01,,304,BMI,0.08,0.08,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK IND,2023-01-01,,1442,BMI,0.36,0.36,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,APPLE MUSIC,APPLE WINBK IND,2023-01-01,,2654,BMI,0.66,0.66,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,AUDIOMACK,AUDIOMACK,2023-01-01,,2752,BMI,0.51,0.51,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,AUDIOMACK,AUDIOMACK,2023-01-01,,10513,BMI,1.95,1.95,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,DEEZER,DEEZER,2023-01-01,,353,BMI,0.11,0.11,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,OTHER,OTHER,FACEBOOK 1H,2023-01-01,,1,BMI,1.46,1.46,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,IHEART,IHEART FREE,2023-01-01,,67,BMI,0.01,0.01,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,IHEART,IHEARTALLACCESS,2023-01-01,,57,BMI,0.01,0.01,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA,2023-01-01,,14259,BMI,3.37,3.37,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA,2023-01-01,,12214,BMI,2.88,2.88,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PLUS,2023-01-01,,2256,BMI,0.42,0.42,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PLUS,2023-01-01,,1885,BMI,0.35,0.35,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2023-01-01,,1968,BMI,0.54,0.54,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,PANDORA,PANDORA PREMIUM,2023-01-01,,1936,BMI,0.53,0.53,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SLACKER,SLACKER,2023-01-01,,84,BMI,0.03,0.03,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SLACKER,SLACKER,2023-01-01,,18,BMI,0.01,0.01,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2023-01-01,,69,BMI,0.02,0.02,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2023-01-01,,113,BMI,0.03,0.03,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2023-01-01,,89,BMI,0.03,0.03,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2023-01-01,,8732,BMI,2.42,2.42,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2023-01-01,,7760,BMI,2.19,2.19,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD FREE,2023-01-01,,6648,BMI,1.96,1.96,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD GO,2023-01-01,,119,BMI,0.05,0.05,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD GO,2023-01-01,,76,BMI,0.03,0.03,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD GO,2023-01-01,,138,BMI,0.06,0.06,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD PLUS,2023-01-01,,12,BMI,0.01,0.01,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD PLUS,2023-01-01,,257,BMI,0.11,0.11,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD PLUS,2023-01-01,,275,BMI,0.12,0.12,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SOUNDCLOUD,SOUNDCLOUD PLUS,2023-01-01,,263,BMI,0.12,0.12,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2023-01-01,,12978,BMI,2.79,2.79,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FAMILY,2023-01-01,,20380,BMI,4.38,4.38,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2023-01-01,,36844,BMI,8.66,8.66,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY FREE,2023-01-01,,61390,BMI,14.43,14.43,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2023-01-01,,16307,BMI,5.67,5.67,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY PREM,2023-01-01,,28294,BMI,9.83,9.83,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2023-01-01,,1069,BMI,0.08,0.08,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,SPOTIFY,SPOTIFY STUDENT,2023-01-01,,1381,BMI,0.1,0.1,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIDAL,TIDAL,2023-01-01,,875,BMI,0.52,0.52,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIKTOK,TIKTOK,2023-01-01,,2379,BMI,1.58,1.58,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,TIKTOK,TIKTOK,2023-01-01,,3481,BMI,2.31,2.31,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2023-01-01,,20133,BMI,2.7,2.7,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE FREE,2023-01-01,,143168,BMI,17.66,17.66,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2023-01-01,,8924,BMI,1.26,1.26,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE MUSIC,2023-01-01,,39268,BMI,5.54,5.54,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME,24412279,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2023-01-01,,4625,BMI,0.94,0.94,0.0,N,
BMI,2023,3,domestic,2023,20233,United States,W,HABLAME 2,24412280,,,,,FULL FEATURE,PERFORMANCE,,STREAMING,YOUTUBE,YOUTUBE PREMIUM,2023-01-01,,38426,BMI,6.58,6.58,0.0,N,
BMI,2023,3,intl,2023,20233,Andorra,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.04,0.04,0.0,N,
BMI,2023,3,intl,2023,20233,Argentina,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,GENERAL,2023-01-01,,0,BMI,0.47,0.47,0.0,N,
BMI,2023,3,intl,2023,20233,Argentina,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,1.95,1.95,0.0,N,
BMI,2023,3,intl,2023,20233,Belgium,W,HABLAME 2,24412280,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,0.39,0.39,0.0,N,
BMI,2023,3,intl,2023,20233,Chile,W,HABLAME,24412279,,,,,OTHER,PERFORMANCE,,INTERNATIONAL,OTHER,INTERNET,2023-01-01,,0,BMI,7.71,7.71,0.0,N,
